original_index,rental_period_del,floor_del,not_lane_del,neighborhood,complex_name,city,district,address,district_del,city_del,rent,bedrooms,living-dining,bathrooms,loft,descript,sqmeters,entire_building,use_type,use_type_en,building_type,public_housing,detatched_lanehouse,attached_lanehouse,villa,type_not_listed,amenities,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven
2610,长租,*/6层,6层,老法租界,乌中小区,上海市,徐汇区,乌鲁木齐中路261弄4号,徐汇,上海,12000,1,0,1,0,"['studio一室户', '乌鲁木齐中路乌中小区', '带地暖烤箱等', '干净整洁']",50,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸', '独卫',  '空调']",1,1,0,0,0,1,1,1
2583,长租,*/6层,6层,老法租界,永福教苑,上海市,徐汇区,乌鲁木齐中路276弄,徐汇,上海,8300,1,1,1,0,"['乌鲁木齐中路靠近五原路', '绝佳地段', '看房随时']",45,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸', '户外空间',  '独卫']",1,0,0,0,1,1,0,0
4748,长租,*/6层,6层,静安寺,懿德公寓,上海市,静安区,乌鲁木齐北路99弄,静安,上海,13800,2,2,1,0,"['地址很清楚登盘勿扰', '座机勿扰', '14500佣金70条件好最高可80佣金', '13800佣金50', '13500佣金35', '自己看着办', '晚上9点后谢绝电话', '可微信即手机', '提前2小时可看房', '约看房必须短信确认', '否则记不清', '无短信一律不去', '18号之前直接去', '没锁门有工人']",120,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
4116,长租,*/6层,6层,西藏南路,建安花园,上海市,黄浦区,乌鲁木齐南路396号,黄浦,上海,5000,1,1,1,0,"['小区环境好', '安全', '交通方便', '标准一房一厅', '精装修', '家具家电全配', '空关随时入住', '欢迎中介来电']",55,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '户外空间',  '空调']",1,1,0,0,1,0,0,0
1883,长租,*/6层,6层,,乐山四五村,上海市,徐汇区,乐山路12弄,徐汇,上海,6700,2,0,1,0,"['乐山四五村', '乐山路12弄7号401室', '南北二房', '面积50平', '报价6700元', '月', '小区距交大和徐家汇之间', '出行生活都非常方便', '房子装修保持都很好', '图片是实景拍摄', '3月底到期', '20号之后可以看房', '看房提前约']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
477,长租,*/6层,6层,陆家嘴,乳山四村,上海市,浦东区,乳山路108号,浦东,上海,5600,1,0,1,0,"['随时可以入住', '欢迎涉外朋友带看推荐']",37,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫', '阳台', 'WIFI']",0,1,1,1,0,0,0,0
476,长租,*/6层,6层,陆家嘴,乳山四村,上海市,浦东区,乳山路108号,浦东,上海,5800,1,1,1,0,"['随时可以入住', '欢迎涉外朋友带看']",42,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '阳台']",0,1,1,0,0,0,0,0
629,长租,*/6层,6层,陆家嘴,崂山新村,上海市,浦东区,乳山路108号,浦东,上海,6500,1,1,1,0,"['已经空置', '随时可以入住', '欢迎涉外朋友推荐带看']",42,0,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间', '空调', '独卫']",0,1,0,0,1,0,0,0
4688,长租,*/6层,6层,陆家嘴,,上海市,浦东区,乳山路130弄,浦东,上海,3500,2,1,1,0,"['合租房', '次卧出租', '15平', '只要女生', '新装修', '朝南', '干净整洁', '室友是爱干净的女孩子', '老公房', '5楼', '随时可以看', '随时起租', '长租短租都可以', '佣金35']",49,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
590,长租,*/6层,6层,陆家嘴,乳山二村,上海市,浦东区,乳山路161弄82号,浦东,上海,7800,2,1,1,0,"['真实在租', '3', '27号客户搬走', '有钥匙随时看房']",62,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间',   '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
71,长租,*/6层,6层,陆家嘴,光辉小区,上海市,浦东区,乳山路200弄33号,浦东,上海,6799,1,2,1,0,"['全新装修', '简洁明亮', '随时看房']",56,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间', '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
2043,长租,*/6层,6层,源深,,上海市,浦东区,乳山路200弄33号,浦东,上海,9130,2,2,1,0,"['只有租客好', '符合要求', '价格可以谈']",88,0,住宅,residential,老公房,1,0,0,0,0,"['阳台',   '户外空间', '空调', '独卫']",0,1,1,0,1,0,0,0
2059,长租,*/6层,6层,陆家嘴,乳山三村,上海市,浦东区,乳山路315号,浦东,上海,7500,1,2,1,0,"['房源真实在出租', '欢迎实地来看房子1']",52,0,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间',   '独卫', '空调', '阳台']",0,1,1,0,1,0,0,0
4705,长租,*/6层,6层,陆家嘴,上海滩花园,上海市,浦东区,乳山路505弄,浦东,上海,25000,3,2,3,1,"['最新出租', '陆家嘴上海滩花园3房2厅3卫主卧带阳光房复式198平', '电梯房欧式装修', '美国进口实木地板', '中央空调5星级物业管理', '乳山路505弄38号501室', '秒杀价格25000元', '有钥匙随时看房', '汪先生', '一个月中介费']",198,0,住宅,residential,别墅,0,0,0,0,0,"['浴缸', '空调']",0,1,0,0,0,1,0,0
3712,长租,*/6层,6层,上大,乾溪一村,上海市,宝山区,乾溪路51弄18号,宝山,上海,8500,4,1,2,0,"['看房随时', '佣金35']",120,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
730,长租,*/6层,6层,徐汇滨江,华龙新苑,上海市,徐汇区,云锦路50弄2号,徐汇,上海,12000,2,1,1,0,"['非现房', '现租客9月底到期', '位置', '云锦路50弄一楼', '近龙华站', '云锦路站', '11', '12号线', '近徐汇滨江', '亮点', '全新精装修带浴缸', '吧台', '干湿分离', '大院子朝南', '阳光可以撒满', '户型', '室内75平2房1厅1卫', '外加20平院子', '价格', '报价12000元', '月', '看房提前约', '尽可能安排']",75,0,住宅,residential,老公房,1,0,0,0,0,"['浴缸', '户外空间']",0,0,0,0,1,1,0,0
125,长租,*/6层,6层,天山,民生里,上海市,长宁区,云雾山路221弄29号,长宁,上海,5800,1,0,1,0,"['长宁区云雾山路221弄29号304室一门关', '正规1房1卫35平', '成熟小区学区房', '紧邻长宁实验幼儿园', '娄山中学', '毗邻金虹桥国际中心', 'SOHO天山广场', '地铁2号线娄山关路站步行可达', '品牌家电精装全配', '价格可议', '看房随时', '可加微信Ahuatian189']",35,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '阳台', '独卫']",0,1,1,0,0,0,0,0
3326,长租,*/6层,6层,天山,民生里,上海市,长宁区,云雾山路221弄29号,长宁,上海,6200,1,0,1,0,"['看房提前半小时联系', '微信即手机号', '包物业发票']",40,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
584,长租,*/6层,6层,中山公园,民生里,上海市,长宁区,云雾山路531弄27号,长宁,上海,6500,1,1,1,0,"['全新精装', '中央空调', '阳光非常好', '看房随时', '可根据客户需求配备家具']",40,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
3321,长租,*/6层,6层,老法租界,大华新村,上海市,徐汇区,五原路210弄4号,徐汇,上海,8900,1,1,1,0,"['五原路210弄4号304室', '精品studio', '现房', '看房随时', '联系人bobo']",50,0,住宅,residential,老公房,1,0,0,0,0,"['暖气',  '空调']",1,1,0,0,0,0,0,0
4104,长租,*/6层,6层,老法租界,五原小区,上海市,徐汇区,五原路50弄,徐汇,上海,22000,3,2,1,0,['看房提前约'],100,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
2733,长租,*/6层,6层,老法租界,五原小区,上海市,徐汇区,五原路50弄6号,徐汇,上海,6500,1,1,1,0,"['五原小区', '6楼', '员工宿舍', '看房提前', '半小时约']",40,0,住宅,residential,老洋房,0,1,0,0,0,"['阳台', 'WIFI', '独卫', '空调',  '户外空间', '暖气']",1,1,1,1,1,0,0,0
4012,长租,*/6层,6层,老法租界,,上海市,徐汇区,五原路77弄,徐汇,上海,13000,1,2,1,0,"['全屋墙暖', '带外阳台', '只能租40天左右', '2017年11月25至2018年1月5日这个时间段', '欢迎做名宿的朋友过来合作', '不需要成本', '或者有客户只租一个月']",75,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
81,长租,*/6层,6层,老法租界,,上海市,徐汇区,五原路77弄8号,徐汇,上海,14800,2,2,1,0,"['五原路77弄8号201', '2随时看房']",100,0,住宅,residential,老公房,1,0,0,0,0,"['浴缸', '空调']",0,1,0,0,0,1,0,0
1774,长租,*/6层,6层,甘泉宜川,汪家井,上海市,普陀区,交通路2285弄20号,普陀,上海,4500,1,1,1,0,"['可长短钱', '随时看房密码锁', '佣金当场结算']",35,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '阳台', 'WIFI']",0,1,1,1,0,0,0,0
4603,长租,*/6层,6层,虹桥,华松小区,上海市,长宁区,仙霞西路700弄,长宁,上海,4400,2,1,1,0,['临近凌空SOHO办公商圈'],77,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
4512,长租,*/6层,6层,虹桥,虹仙小区,上海市,长宁区,仙霞路750弄,长宁,上海,5000,1,1,1,0,"['本人房东非中介', '靠近威宁路中环线以内', '仙霞路750弄虹仙小区42号204室一室一厅全明厅有窗', '主卧朝南', '家具设施齐全', '有意者可联系', '不租勿扰谢谢']",55,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
690,长租,*/6层,6层,虹桥,,上海市,长宁区,伊犁路110弄1号,长宁,上海,11000,2,2,2,0,"['伊犁路靠近安顺路', '对面是新虹桥中心花园', '10号线伊犁路站', '靠近延安高架路和上海展览中心', '出行便捷', '2房2厅2卫带阳光餐厅和花园', '全屋博士地暖', '该房位于小区门口', '住家办公均可']",100,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['暖气', '空调', '独卫', '阳台']",1,1,1,0,0,0,1,0
4304,长租,*/6层,6层,,中建锦绣天地,上海市,青浦区,会恒路718弄,青浦,上海,4500,1,1,1,0,"['大虹桥商圈', '紧邻会展中心', '适合各种办公室', '办事处', '商住装修', '随时入住办公']",60,0,住宅/工作室,multi-use,,0,0,0,0,1,,0,0,0,0,0,0,0,0
4192,长租,*/6层,6层,其他,新丰,上海市,静安区,余姚路180弄,静安,上海,7000,2,1,1,0,['地铁7号线零距离'],58,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
846,长租,*/6层,6层,江宁路,新丰小区,上海市,静安区,余姚路180弄9号,静安,上海,9300,1,2,1,0,"['近昌平路地铁站步行三分钟', '精装首次出租', '价格可谈']",50,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '暖气', '阳台']",1,1,1,0,0,0,0,0
459,长租,*/6层,6层,江宁路,新丰小区,上海市,静安区,余姚路180弄9号,静安,上海,9500,1,2,1,0,"['精装修', '拎包入住', '家具家电全配']",50,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '空调', '独卫', '阳台']",1,1,1,0,0,0,0,0
1561,长租,*/6层,6层,南京西路,姚西小区,上海市,静安区,余姚路487弄,静安,上海,4200,1,0,1,0,"['房子是简约装修一室户', '紧邻地铁7号沿线昌平路站']",38,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸', '空调', '独卫', '阳台']",1,1,1,0,0,1,0,0
2111,长租,*/6层,6层,南京西路,姚西小区,上海市,静安区,余姚路487弄15号,静安,上海,8000,2,1,1,0,"['随时起租', '看房随时', '钥匙在余姚路738', 'Q房网', '看中联系方先生']",60,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
1044,长租,*/6层,6层,曹家渡,姚西小区,上海市,静安区,余姚路487弄67号,静安,上海,15000,1,1,1,0,"['老静安区余姚路核心位置', '比邻久光百货', '静安寺', '出行交通便捷', '带中央空调', '天窗', '智能马桶', '全屋智能系统', '地暖', '一楼带小院子']",70,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['暖气', '户外空间', '空调', '独卫', 'WIFI']",1,1,0,1,1,0,1,0
2672,长租,*/6层,6层,华漕,美邻苑,上海市,闵行区,保乐路666弄76号,闵行,上海,6000,3,1,1,0,"['可长短钱', '随时看房密码锁', '佣金当场结算']",85,0,住宅,residential,老公房,1,0,0,0,0,"['空调',  '阳台', '独卫', 'WIFI']",0,1,1,1,0,0,0,0
562,长租,*/6层,6层,其他,,上海市,静安区,保德路618弄,静安,上海,4200,2,1,1,0,['押一付三'],60,0,住宅,residential,,0,0,0,0,1,"['空调',  ]",0,1,0,0,0,0,0,0
286,长租,*/6层,6层,曹杨,福兴村,上海市,普陀区,光复西路65号,普陀,上海,5800,2,1,1,0,"['已空出', '随时看房']",50,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间', '空调', '独卫']",0,1,0,0,1,0,0,0
1692,长租,*/6层,6层,老法租界,,上海市,徐汇区,兴国路171号,徐汇,上海,18000,2,2,2,0,"['兴国路', '武康路', '全新涉外装修', '开放式厨房', '全屋地暖', '适合住家或者不扰民的工作室', '靠近地铁11号线交通大学或者10号线上海图书馆', '随时可起租']",100,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['暖气',  '空调', '独卫']",1,1,0,0,0,0,1,0
4024,长租,*/6层,6层,老法租界,,上海市,徐汇区,兴国路230弄,徐汇,上海,7500,1,1,1,0,"['法租界', '安静', '设计装修极好', '新装修', '单身公寓', '靠近地铁', '淮海路', '武康路', '交通方便']",38,0,住宅,residential,老公房,1,0,0,0,0,['浴缸'],0,0,0,0,0,1,0,0
4089,长租,*/6层,6层,镇宁路,,上海市,长宁区,兴国路244弄,长宁,上海,9000,1,2,1,0,"['法租界', '兴国路', '湖南路', '1房2厅带庭院', '50平', '安静', '家具电器全配', '房东本人提供房源']",50,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
4211,长租,*/6层,6层,老法租界,,上海市,徐汇区,兴国路271弄,徐汇,上海,7999,2,0,1,0,"['拎包入住', '家电全配', '著名武康大楼开窗即看', '出行便利距离交通大学地铁站仅5分钟步行路程', '武康路车站2分钟可达', '楼下联华超市', '星巴克', 'Bar3', '生活便利', '楼层较高风景及安全系数颇高', '适合小夫妻和情侣入住']",48,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
849,长租,*/6层,6层,老法租界,兴武社区,上海市,徐汇区,兴国路271弄3号,徐汇,上海,6900,1,1,1,0,"['位于淮海中路兴国路口武康大楼正对面', '房间内装修精致', '适合年轻人的居住', '房间卧室全朝南', '太阳直照卧室', '步行至地铁交通大学地铁站300米', '随时可看房']",50,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '阳台', 'WIFI']",0,1,1,1,0,0,0,0
2630,长租,*/6层,6层,其他,农林小区,上海市,普陀区,农林路101弄2号,普陀,上海,4800,1,1,1,0,"['可长短钱', '随时看房密码锁', '佣金当场结算']",32,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
1854,长租,*/6层,6层,中山公园,华府樟园,上海市,长宁区,凯旋北路1555弄3号,长宁,上海,9500,2,2,1,0,"['开业特惠', '商务出差旅行1个月起租', '长租6', '12个月优惠', '景瑞控股上市地产旗下高端品牌公寓', '1', '位置', '中山北路3751弄', '华东师范大学', '中北校区', '100米', '2', '无中介费', '租金已包含', '停车', '俱乐部', '阅书吧', '茶吧', '台球室', '健身房', '活动室等', '网络', '管理费', '免费配套', '民用水电燃气', '民用水电燃气', '民用水电燃气', '2', '交通', '地铁2', '3', '4号线中山公园地铁站', '3', '4', '13号线金沙江路地铁站', '出门即内环匝道口', '3', '服务式公寓', '套房', '精致装修', '家电齐全', '满足您对居家的各种需求', '4', '一门一锁', '智能门锁', '安全又方便', '5', '公寓免费配套', '公共区域组织社交化活动', '阅览室', '餐厅', '观影区', 'WiFi', '物业费', '全地暖供暖', '24小时保洁', '无任何管理费用', '6', '公寓服务', '前台服务', '24小时管家服务', '24小时无死角实时监控', '保安服务', '保洁服务', '安全保障', '24小时维修服务', '全程免费', '为你提供24小时的方便', '我们是独栋小院', '内有保安', '保证您的居住安全']",86,0,住宅,residential,,0,0,0,0,1,"['暖气', '户外空间',   '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,0,1,0
1855,长租,*/6层,6层,中山公园,华府樟园,上海市,长宁区,凯旋北路1555弄5号,长宁,上海,9500,2,2,1,0,"['开业特惠', '商务出差旅行1个月起租', '长租6', '12个月优惠', '景瑞控股上市地产旗下高端品牌公寓', '1', '位置', '中山北路3751弄', '华东师范大学', '中北校区', '100米', '2', '无中介费', '租金已包含', '停车', '俱乐部', '阅书吧', '茶吧', '台球室', '健身房', '活动室等', '网络', '管理费', '免费配套', '民用水电燃气', '民用水电燃气', '民用水电燃气', '2', '交通', '地铁2', '3', '4号线中山公园地铁站', '3', '4', '13号线金沙江路地铁站', '出门即内环匝道口', '3', '服务式公寓', '套房', '精致装修', '家电齐全', '满足您对居家的各种需求', '4', '一门一锁', '智能门锁', '安全又方便', '5', '公寓免费配套', '公共区域组织社交化活动', '阅览室', '餐厅', '观影区', 'WiFi', '物业费', '全地暖供暖', '24小时保洁', '无任何管理费用', '6', '公寓服务', '前台服务', '24小时管家服务', '24小时无死角实时监控', '保安服务', '保洁服务', '安全保障', '24小时维修服务', '全程免费', '为你提供24小时的方便', '我们是独栋小院', '内有保安', '保证您的居住安全']",82,0,住宅,residential,,0,0,0,0,1,"['浴缸', '户外空间',   '空调', '阳台', 'WIFI', '独卫']",0,1,1,1,1,1,1,0
